40	58	30700	-400	400	0	0	0	0	0	0	0	0	0	0	0	0
40	59	2100	-100	100	0	0	0	0	0	0	0	0	0	0	0	0
40	60	7100	-400	400	0	0	0	0	0	0	0	0	0	0	0	0
40	61	2290	-80	80	0	0	0	0	0	0	0	0	0	0	0	0
40	62	2010	-80	80	0	0	0	0	0	0	0	0	0	0	0	0
40	63	1380	-72	72	0	0	0	0	0	0	0	0	0	0	0	0
40	64	920	-28	28	0	0	0	0	0	0	0	0	0	0	0	0
40	65	666	-28	28	0	0	0	0	0	0	0	0	0	0	0	0
40	66	175	-7	7	0	0	0	0	0	0	0	0	0	0	0	0
40	67	150	-3	3	0	0	0	0	0	0	0	0	0	0	0	0
40	68	78.5	-2	2	0	0	0	0	0	0	0	0	0	0	0	0
40	69	56	-3	3	0	0	0	0	0	0	0	0	0	0	0	0
39	55	1000000	-9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
39	56	1000000	-9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
39	57	5340	-50	50	0	0	0	0	0	0	0	0	0	0	0	0
39	58	3740	-50	50	0.055	-0.004	0.004	0	0	0	0	0	0	0	0	0
39	59	548	-2	2	0.33	-0.03	0.03	0	0	0	0	0	0	0	0	0
39	60	1478	-7	7	1.97	-0.3	0.3	0	0	0	0	0	0	0	0	0
39	61	732	-5	5	1.02	-0.06	0.06	0	0	0	0	0	0	0	0	0
39	62	432	-12	12	1.98	-0.2	0.2	0	0	0	0	0	0	0	0	0
39	63	396	-36	36	6	-1.7	1.7	0	0	0	0	0	0	0	0	0
39	64	236	-16	16	8.1	-2	2	0	0	0	0	0	0	0	0	0
39	65	171.792	-19.4228	19.4228	18.2901	-2.98074	2.98074	0.00000000545795	-0.313098	0.313098	63.75	64.69	61.04	64.85	64.76	64.69
39	66	89.52	-5.35162	5.35162	23.3116	-1.97831	1.97831	0.290617	-0.332592	0.332592	63.32	64.92	59.84	64.92	64.50	64.92
39	67	76.5034	-1.49746	1.49746	36.7748	-0.83907	0.83907	0.945306	-0.203463	0.203463	62.98	64.81	59.63	64.42	64.42	64.92
39	68	41.9061	-1.0355	1.0355	54.6517	-1.30534	1.30534	0.106302	-0.167777	0.167777	62.58	64.81	58.75	64.50	64.22	64.85
39	69	35.6662	-3.32622	3.32622	52.9446	-5.10483	5.10483	1.75908	-1.5007	1.5007	62.36	64.50	58.71	63.75	64.22	64.92
39	70	25	-5	5	0	0	0	0	0	0	61.81	64.76	57.70	63.91	63.91	64.92
38	53	1000000	-9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
38	54	1000000	-9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
38	55	1000000	-9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
38	56	75300	-200	200	0	0	0	0	0	0	0	0	0	0	0	0
38	57	23900	-140	140	0	0	0	0	0	0	0	0	0	0	0	0
38	58	1069	-13	13	0	0	0	0	0	0	0	0	0	0	0	0
38	59	429	-5	5	0.03	-0.02	0.02	0	0	0	0	0	0	0	0	0
38	60	653	-2	2	0.23	-0.03	0.03	0	0	0	0	0	0	0	0	0
38	61	269	-2	2	0.096	-0.016	0.016	0	0	0	0	0	0	0	0	0
38	62	200.7	-1.3	1.3	1.11	-0.21	0.21	0	0	0	0	0	0	0	0	0
38	63	115	-1	1	2.52	-0.25	0.25	0	0	0	64.42	64.92	62.98	64.92	64.81	64.92
38	64	98.5183	-1.86878	1.86878	6.0103	-0.387139	0.387139	0.0000000074062	-0.00929716	0.00929716	63.91	64.92	61.99	64.92	64.76	64.92
38	65	74.5791	-0.664618	0.664618	12.3135	-0.269305	0.269305	0.0614616	-0.0359156	0.0359156	63.75	64.85	61.04	64.92	64.50	64.85
38	66	50.9209	-0.585454	0.585454	19.3653	-0.451208	0.451208	0.000000209101	-0.00668366	0.00668366	63.40	64.69	60.19	64.69	64.50	64.69
38	67	33.1159	-1.30982	1.30982	28.7353	-1.83417	1.83417	0.270243	-0.303202	0.303202	62.98	64.81	59.39	64.22	64.42	64.92
38	68	22.1193	-3.52074	3.52074	30.6922	-7.09417	7.09417	0	-0.998214	0.998214	62.58	64.81	59.09	64.42	64.42	64.85
38	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	52	919200	-6000	6000	0	0	0	0	0	0	0	0	0	0	0	0
37	53	158000	-5000	5000	0	0	0	0	0	0	0	0	0	0	0	0
37	54	57900	-200	200	0	0	0	0	0	0	0	0	0	0	0	0
37	55	4500	-20	20	0.0109	-0.0007	0.0007	0	0	0	0	0	0	0	0	0
37	56	5850	-30	30	1.6	-0.1	0.1	0	0	0	0	0	0	0	0	0
37	57	2704	-15	15	10.39	-0.22	0.22	0	0	0	0	0	0	0	0	0
37	58	378	-2	2	8.8	-0.4	0.4	0	0	0	0	0	0	0	0	0
37	59	201.6	-1	1	14.1	-8	8	0	0	0	0	0	0	0	0	0
37	60	169	-1	1	24.9	-1.5	1.5	0	0	0	0	0	0	0	0	0
37	61	115	-6	6	14.3	-0.9	0.9	0.054	-0.007	0.007	0	0	0	0	0	0
37	62	55.9801	-3.45828	3.45828	25.1058	-1.87099	1.87099	0.130038	-0.20012	0.20012	63.32	64.69	59.84	64.85	64.42	64.69
37	63	49.9548	-0.267319	0.267319	33.4567	-0.228471	0.228471	0.39315	-0.0384251	0.0384251	62.58	64.81	59.09	64.42	64.42	64.92
37	64	35.0827	-0.189936	0.189936	48.2544	-0.27426	0.27426	0.318234	-0.0415214	0.0415214	62.36	64.81	58.71	64.42	64.22	64.92
37	65	30.197	-0.504926	0.504926	46.8275	-0.956824	0.956824	4.22204	-0.347851	0.347851	61.99	64.50	57.80	63.40	64.88	64.92
37	66	22.4336	-1.1115	1.1115	63.8686	-2.93979	2.93979	2.44127	-0.818765	0.818765	61.53	64.50	57.69	63.75	64.88	64.92
37	67	11.3217	-2.79961	2.79961	34.9301	-16.8819	16.8819	15.0561	-10.2939	10.2939	61.04	64.22	57.11	62.58	63.75	64.81
36	53	189000	-2400	2400	0	0	0	0	0	0	0	0	0	0	0	0
36	54	32320	-90	90	0	0	0	0	0	0	0	0	0	0	0	0
36	55	8570	-40	40	0	0	0	0	0	0	0	0	0	0	0	0
36	56	1841	-8	8	0.0332	-0.0026	0.0026	0	0	0	0	0	0	0	0	0
36	57	1284	-12	12	1.99	-0.2	0.2	0	0	0	0	0	0	0	0	0
36	58	211	-5	5	1.11	-0.07	0.07	0	0	0	0	0	0	0	0	0
36	59	114	-3	3	2.87	-0.18	0.18	0	0	0	0	0	0	0	0	0
36	60	80	-7	7	3.7	-0.4	0.4	0	0	0	0	0	0	0	0	0
36	61	66.6398	-0.479908	0.479908	10.8942	-0.77901	0.77901	0.000288496	-0.00217358	0.00217358	63.75	64.92	61.04	64.76	64.50	64.85
36	62	43.2524	-0.172487	0.172487	11.1079	-0.148006	0.148006	0.00000000801569	-0.00117374	0.00117374	63.40	64.92	60.58	64.92	64.50	64.92
36	63	33.1798	-0.444728	0.444728	21.0266	-0.504364	0.504364	0.0620498	-0.066197	0.066197	62.98	64.81	59.39	64.42	64.42	64.92
36	64	27.1982	-0.829996	0.829996	32.2494	-1.65703	1.65703	0.114119	-0.22344	0.22344	62.58	64.81	58.74	64.42	64.22	64.85
36	65	23.332	-2.1094	2.1094	47.5555	-73.3863	73.3863	2.4613	-1.3743	1.3743	61.99	64.50	58.58	63.40	64.22	64.92
36	66	19.9271	-9.20437	9.20437	77.0488	-61.4703	61.4703	0.0000000181921	-19.8125	19.8125	61.99	64.76	57.80	63.75	63.91	64.92
35	55	1911	-10	10	25.6	-1.5	1.5	0	0	0	0	0	0	0	0	0
35	56	544	-10	10	29.8	-0.8	0.8	0	0	0	0	0	0	0	0	0
35	57	334	-14	14	33.1	-2.5	2.5	0	0	0	0	0	0	0	0	0
35	58	152	-8	8	64	-7	7	0	0	0	0	0	0	0	0	0
35	59	58.2685	-0.591306	0.591306	60.5847	-0.456642	0.456642	0.83252	-0.100116	0.100116	62.58	64.76	58.74	63.91	64.42	64.92
35	60	40.0971	-0.169054	0.169054	82.6696	-0.223559	0.223559	0.468701	-0.0371127	0.0371127	62.36	64.81	58.58	64.22	64.22	64.92
35	61	29.4572	-0.264542	0.264542	72.3629	-0.573793	0.573793	4.69841	-0.191534	0.191534	61.99	64.50	57.57	63.32	63.91	64.81
35	62	20.9379	-0.401047	0.401047	89.1137	-1.24448	1.24448	1.79298	-0.286837	0.286837	61.53	64.50	57.69	63.75	63.91	64.92
35	63	18.2572	-1.73698	1.73698	58.373	-5.88169	5.88169	13.9306	-3.30861	3.30861	61.53	64.22	57.60	62.36	63.75	64.81
35	64	15.1775	-3.92571	3.92571	78.7216	-17.4629	17.4629	0.000000000235123	-3.94535	3.94535	60.73	64.42	56.44	62.98	63.40	64.81
34	58	0	0	0	0	0	0	0	0	0	63.40	64.92	60.37	64.92	64.50	64.92
34	59	0	0	0	0	0	0	0	0	0	63.32	64.81	59.66	64.42	64.42	64.92
34	60	0	0	0	0	0	0	0	0	0	62.98	64.81	58.93	64.50	64.42	64.85
34	61	0	0	0	0	0	0	0	0	0	62.36	64.50	58.71	63.40	64.22	64.92
34	62	0	0	0	0	0	0	0	0	0	61.99	64.76	57.57	63.75	63.91	64.92
